*Frequency ;VOUTLOWPOWER-abs;VOUTLOWPOWER-phase (deg)
559.1797871;1.60E-07;9.34E-06
566.1733257;1.60E-07;9.34E-06
573.2543308;1.60E-07;9.35E-06
580.4238966;1.60E-07;9.36E-06
587.6831305;1.60E-07;9.37E-06
595.0331541;1.60E-07;9.37E-06
602.4751028;1.60E-07;9.38E-06
610.0101263;1.60E-07;9.39E-06
617.6393887;1.60E-07;9.40E-06
625.3640686;1.60E-07;9.41E-06
633.1853594;1.60E-07;9.42E-06
641.1044694;1.60E-07;9.43E-06
649.1226219;1.60E-07;9.44E-06
657.2410556;1.60E-07;9.45E-06
665.4610249;1.60E-07;9.46E-06
673.7837995;1.60E-07;9.47E-06
682.2106652;1.60E-07;9.48E-06
690.7429238;1.60E-07;9.49E-06
699.3818935;1.60E-07;9.50E-06
708.128909;1.60E-07;9.51E-06
716.9853214;1.60E-07;9.52E-06
725.952499;1.60E-07;9.53E-06
735.0318272;1.60E-07;9.54E-06
744.2247085;1.60E-07;9.56E-06
753.5325631;1.60E-07;9.57E-06
762.956829;1.60E-07;9.58E-06
772.4989622;1.60E-07;9.60E-06
782.1604367;1.59E-07;9.61E-06
791.9427451;1.59E-07;9.62E-06
801.8473988;1.59E-07;9.64E-06
811.8759277;1.59E-07;9.65E-06
822.0298813;1.59E-07;9.67E-06
832.3108281;1.59E-07;9.68E-06
842.7203564;1.59E-07;9.70E-06
853.2600745;1.59E-07;9.71E-06
863.9316104;1.59E-07;9.73E-06
874.736613;1.58E-07;9.75E-06
885.6767513;1.58E-07;9.76E-06
896.7537155;1.58E-07;9.78E-06
907.9692168;1.58E-07;9.80E-06
919.324988;1.58E-07;9.82E-06
930.8227833;1.57E-07;9.84E-06
942.464379;1.57E-07;9.86E-06
954.2515736;1.57E-07;9.88E-06
966.186188;1.57E-07;9.90E-06
978.270066;1.56E-07;9.92E-06
990.5050745;1.56E-07;9.94E-06
1002.893103;1.56E-07;9.96E-06
1015.436067;1.55E-07;9.98E-06
1028.135902;1.55E-07;1.00E-05
1040.994572;1.55E-07;1.00E-05
1054.014062;1.54E-07;1.01E-05
1067.196384;1.54E-07;1.01E-05
1080.543574;1.53E-07;1.01E-05
1094.057695;1.53E-07;1.01E-05
1107.740833;1.52E-07;1.02E-05
1121.595104;1.52E-07;1.02E-05
1135.622647;1.51E-07;1.02E-05
1149.82563;1.51E-07;1.02E-05
1164.206246;1.50E-07;1.03E-05
1178.766717;1.50E-07;1.03E-05
1193.509293;1.49E-07;1.03E-05
1208.436251;1.48E-07;1.04E-05
1223.549897;1.48E-07;1.04E-05
1238.852567;1.47E-07;1.04E-05
1254.346623;1.46E-07;1.04E-05
1270.03446;1.46E-07;1.05E-05
1285.918502;1.45E-07;1.05E-05
1302.001202;1.44E-07;1.05E-05
1318.285044;1.43E-07;1.06E-05
1334.772545;1.43E-07;1.06E-05
1351.466251;1.42E-07;1.07E-05
1368.368742;1.41E-07;1.07E-05
1385.482629;1.40E-07;1.07E-05
1402.810555;1.39E-07;1.08E-05
1420.355198;1.38E-07;1.08E-05
1438.119268;1.37E-07;1.09E-05
1456.105509;1.36E-07;1.09E-05
1474.316701;1.35E-07;1.09E-05
1492.755655;1.34E-07;1.10E-05
1511.425221;1.33E-07;1.10E-05
1530.328284;1.32E-07;1.11E-05
1549.467763;1.31E-07;1.11E-05
1568.846615;1.30E-07;1.12E-05
1588.467835;1.28E-07;1.12E-05
1608.334452;1.27E-07;1.13E-05
1628.449537;1.26E-07;1.13E-05
1648.816197;1.25E-07;1.14E-05
1669.437579;1.24E-07;1.14E-05
1690.316867;1.22E-07;1.15E-05
1711.457288;1.21E-07;1.15E-05
1732.862108;1.20E-07;1.16E-05
1754.534633;1.19E-07;1.16E-05
1776.478211;1.17E-07;1.17E-05
1798.696233;1.16E-07;1.18E-05
1821.192131;1.15E-07;1.18E-05
1843.969381;1.14E-07;1.19E-05
1867.0315;1.12E-07;1.19E-05
1890.382052;1.11E-07;1.20E-05
1914.024644;1.10E-07;1.21E-05
1937.962929;1.08E-07;1.21E-05
1962.200605;1.07E-07;1.22E-05
1986.741416;1.06E-07;1.23E-05
2011.589154;1.05E-07;1.24E-05
2036.747657;1.03E-07;1.24E-05
2062.220811;1.02E-07;1.25E-05
2088.012553;1.01E-07;1.26E-05
2114.126867;9.93E-08;1.27E-05
2140.567786;9.80E-08;1.27E-05
2167.339396;9.68E-08;1.28E-05
2194.445833;9.55E-08;1.29E-05
2221.891284;9.42E-08;1.30E-05
2249.67999;9.29E-08;1.31E-05
2277.816242;9.17E-08;1.31E-05
2306.304389;9.04E-08;1.32E-05
2335.14883;8.92E-08;1.33E-05
2364.354023;8.80E-08;1.34E-05
2393.924478;8.68E-08;1.35E-05
2423.864765;8.56E-08;1.36E-05
2454.179508;8.44E-08;1.37E-05
2484.873391;8.32E-08;1.38E-05
2515.951155;8.20E-08;1.39E-05
2547.417603;8.08E-08;1.40E-05
2579.277594;7.97E-08;1.41E-05
2611.536051;7.86E-08;1.42E-05
2644.197958;7.74E-08;1.43E-05
2677.26836;7.63E-08;1.44E-05
2710.752366;7.52E-08;1.45E-05
2744.655149;7.42E-08;1.47E-05
2778.981947;7.31E-08;1.48E-05
2813.738063;7.20E-08;1.49E-05
2848.928866;7.10E-08;1.50E-05
2884.559792;7.00E-08;1.51E-05
2920.636346;6.90E-08;1.53E-05
2957.164102;6.80E-08;1.54E-05
2994.148703;6.70E-08;1.55E-05
3031.595862;6.60E-08;1.56E-05
3069.511364;6.51E-08;1.58E-05
3107.901067;6.41E-08;1.59E-05
3146.770902;6.32E-08;1.60E-05
3186.126873;6.23E-08;1.62E-05
3225.975061;6.14E-08;1.63E-05
3266.321621;6.05E-08;1.65E-05
3307.172787;5.96E-08;1.66E-05
3348.534869;5.88E-08;1.68E-05
3390.414257;5.79E-08;1.69E-05
3432.817422;5.71E-08;1.71E-05
3475.750914;5.63E-08;1.72E-05
3519.221366;5.54E-08;1.74E-05
3563.235493;5.47E-08;1.76E-05
3607.800095;5.39E-08;1.77E-05
3652.922057;5.31E-08;1.79E-05
3698.608349;5.23E-08;1.81E-05
3744.86603;5.16E-08;1.82E-05
3791.702245;5.09E-08;1.84E-05
3839.124231;5.01E-08;1.86E-05
3887.139313;4.94E-08;1.88E-05
3935.754909;4.87E-08;1.90E-05
3984.978529;4.81E-08;1.91E-05
4034.817779;4.74E-08;1.93E-05
4085.280357;4.67E-08;1.95E-05
4136.374059;4.61E-08;1.97E-05
4188.106779;4.54E-08;1.99E-05
4240.486509;4.48E-08;2.01E-05
4293.52134;4.42E-08;2.03E-05
4347.219467;4.36E-08;2.06E-05
4401.589184;4.30E-08;2.08E-05
4456.638891;4.24E-08;2.10E-05
4512.377093;4.18E-08;2.12E-05
4568.8124;4.12E-08;2.14E-05
4625.953531;4.07E-08;2.17E-05
4683.809314;4.01E-08;2.19E-05
4742.388686;3.96E-08;2.21E-05
4801.700698;3.90E-08;2.24E-05
4861.754512;3.85E-08;2.26E-05
4922.559406;3.80E-08;2.29E-05
4984.124773;3.75E-08;2.31E-05
5046.460125;3.70E-08;2.34E-05
5109.575091;3.65E-08;2.36E-05
5173.479422;3.60E-08;2.39E-05
5238.18299;3.55E-08;2.42E-05
5303.695792;3.50E-08;2.44E-05
5370.027948;3.46E-08;2.47E-05
5437.189706;3.41E-08;2.50E-05
5505.191441;3.37E-08;2.53E-05
5574.043659;3.32E-08;2.56E-05
5643.756996;3.28E-08;2.59E-05
5714.342223;3.24E-08;2.62E-05
5785.810244;3.20E-08;2.65E-05
5858.172099;3.16E-08;2.68E-05
5931.438968;3.11E-08;2.71E-05
6005.62217;3.07E-08;2.74E-05
6080.733165;3.04E-08;2.78E-05
6156.783556;3.00E-08;2.81E-05
6233.785093;2.96E-08;2.84E-05
6311.749671;2.92E-08;2.88E-05
6390.689335;2.88E-08;2.91E-05
6470.616281;2.85E-08;2.95E-05
6551.542854;2.81E-08;2.98E-05
6633.481559;2.78E-08;3.02E-05
6716.445053;2.74E-08;3.06E-05
6800.446153;2.71E-08;3.09E-05
6885.497837;2.68E-08;3.13E-05
6971.613243;2.64E-08;3.17E-05
7058.805675;2.61E-08;3.21E-05
7147.088604;2.58E-08;3.25E-05
7236.475669;2.55E-08;3.29E-05
7326.980677;2.52E-08;3.33E-05
7418.617612;2.49E-08;3.38E-05
7511.40063;2.46E-08;3.42E-05
7605.344064;2.43E-08;3.46E-05
7700.462429;2.40E-08;3.51E-05
7796.770418;2.37E-08;3.55E-05
7894.282909;2.34E-08;3.60E-05
7993.014968;2.31E-08;3.64E-05
8092.981848;2.29E-08;3.69E-05
8194.19899;2.26E-08;3.74E-05
8296.682034;2.23E-08;3.79E-05
8400.44681;2.21E-08;3.84E-05
8505.50935;2.18E-08;3.89E-05
8611.885883;2.16E-08;3.94E-05
8719.592845;2.13E-08;3.99E-05
8828.646873;2.11E-08;4.05E-05
8939.064817;2.08E-08;4.10E-05
9050.863733;2.06E-08;4.16E-05
9164.060894;2.04E-08;4.21E-05
9278.673787;2.01E-08;4.27E-05
9394.720118;1.99E-08;4.33E-05
9512.217815;1.97E-08;4.39E-05
9631.18503;1.95E-08;4.45E-05
9751.640141;1.93E-08;4.51E-05
9873.601758;1.90E-08;4.57E-05
9997.088723;1.88E-08;4.63E-05
10122.12011;1.86E-08;4.70E-05
10248.71524;1.84E-08;4.76E-05
10376.89367;1.82E-08;4.83E-05
10506.67519;1.80E-08;4.90E-05
10638.07987;1.78E-08;4.97E-05
10771.12799;1.76E-08;5.04E-05
10905.84012;1.75E-08;5.11E-05
11042.23706;1.73E-08;5.18E-05
11180.33989;1.71E-08;5.26E-05
11320.16994;1.69E-08;5.33E-05
11461.74881;1.67E-08;5.41E-05
11605.09838;1.66E-08;5.49E-05
11750.24079;1.64E-08;5.57E-05
11897.19847;1.62E-08;5.65E-05
12045.99411;1.61E-08;5.74E-05
12196.65071;1.59E-08;5.82E-05
12349.19154;1.57E-08;5.91E-05
12503.64016;1.56E-08;6.00E-05
12660.02043;1.54E-08;6.09E-05
12818.35652;1.53E-08;6.18E-05
12978.67289;1.51E-08;6.27E-05
13140.99429;1.50E-08;6.37E-05
13305.34581;1.48E-08;6.46E-05
13471.75285;1.47E-08;6.56E-05
13640.24109;1.46E-08;6.66E-05
13810.83659;1.44E-08;6.77E-05
13983.56568;1.43E-08;6.87E-05
14158.45506;1.42E-08;6.98E-05
14335.53174;1.40E-08;7.09E-05
14514.82308;1.39E-08;7.20E-05
14696.35678;1.38E-08;7.31E-05
14880.16088;1.36E-08;7.43E-05
15066.26378;1.35E-08;7.55E-05
15254.69422;1.34E-08;7.67E-05
15445.48133;1.33E-08;7.79E-05
15638.65456;1.32E-08;7.92E-05
15834.24377;1.30E-08;8.05E-05
16032.27917;1.29E-08;8.18E-05
16232.79136;1.28E-08;8.31E-05
16435.81131;1.27E-08;8.45E-05
16641.37039;1.26E-08;8.59E-05
16849.50034;1.25E-08;8.73E-05
17060.23334;1.24E-08;8.87E-05
17273.60192;1.23E-08;9.02E-05
17489.63906;1.22E-08;9.17E-05
17708.37812;1.21E-08;9.33E-05
17929.85291;1.20E-08;9.49E-05
18154.09764;1.19E-08;9.65E-05
18381.14694;1.18E-08;9.81E-05
18611.0359;1.17E-08;9.98E-05
18843.80003;1.16E-08;0.000101557
19079.47529;1.15E-08;0.00010332
19318.09809;1.15E-08;0.000105121
19559.70529;1.14E-08;0.000106961
19804.33422;1.13E-08;0.000108843
20052.02267;1.12E-08;0.000110766
20302.8089;1.11E-08;0.000112732
20556.73167;1.10E-08;0.000114742
20813.83019;1.10E-08;0.000116797
21074.14418;1.09E-08;0.000118898
21337.71386;1.08E-08;0.000121046
21604.57995;1.07E-08;0.000123243
21874.78368;1.07E-08;0.000125489
22148.36679;1.06E-08;0.000127787
22425.37153;1.05E-08;0.000130137
22705.84072;1.05E-08;0.000132541
22989.81767;1.04E-08;0.000135
23277.34626;1.03E-08;0.000137515
23568.47091;1.03E-08;0.000140088
23863.23659;1.02E-08;0.000142721
24161.68884;1.01E-08;0.000145415
24463.87376;1.01E-08;0.000148171
24769.83805;1.00E-08;0.000150991
25079.62896;9.95E-09;0.000153878
25393.29436;9.89E-09;0.000156831
25710.88271;9.84E-09;0.000159854
26032.44306;9.78E-09;0.000162947
26358.02509;9.73E-09;0.000166114
26687.67911;9.67E-09;0.000169355
27021.45604;9.62E-09;0.000172673
27359.40745;9.57E-09;0.000176069
27701.58553;9.52E-09;0.000179546
28048.04317;9.47E-09;0.000183105
28398.83387;9.42E-09;0.000186749
28754.01184;9.37E-09;0.00019048
29113.63193;9.33E-09;0.0001943
29477.74972;9.28E-09;0.000198212
29846.42145;9.24E-09;0.000202217
30219.70407;9.19E-09;0.000206319
30597.65526;9.15E-09;0.000210519
30980.3334;9.11E-09;0.00021482
31367.79761;9.06E-09;0.000219225
31760.10776;9.02E-09;0.000223736
32157.32443;8.98E-09;0.000228357
32559.50901;8.95E-09;0.000233089
32966.72363;8.91E-09;0.000237936
33379.03118;8.87E-09;0.000242901
33796.49538;8.83E-09;0.000247987
34219.18071;8.80E-09;0.000253196
34647.15247;8.76E-09;0.000258532
35080.47678;8.73E-09;0.000263999
35519.22059;8.69E-09;0.000269599
35963.45166;8.66E-09;0.000275336
36413.23864;8.63E-09;0.000281213
36868.651;8.60E-09;0.000287235
37329.7591;8.57E-09;0.000293404
37796.63419;8.54E-09;0.000299724
38269.34837;8.51E-09;0.0003062
38747.97469;8.48E-09;0.000312835
39232.58708;8.45E-09;0.000319633
39723.26041;8.42E-09;0.000326599
40220.07049;8.39E-09;0.000333737
40723.09406;8.37E-09;0.00034105
41232.40883;8.34E-09;0.000348544
41748.0935;8.32E-09;0.000356224
42270.22771;8.29E-09;0.000364093
42798.89215;8.27E-09;0.000372157
43334.16848;8.24E-09;0.00038042
43876.13938;8.22E-09;0.000388888
44424.8886;8.20E-09;0.000397566
44980.50091;8.17E-09;0.00040646
45543.06213;8.15E-09;0.000415574
46112.65919;8.13E-09;0.000424914
46689.38007;8.11E-09;0.000434486
47273.31387;8.09E-09;0.000444297
47864.5508;8.07E-09;0.000454351
48463.18221;8.05E-09;0.000464655
49069.30056;8.03E-09;0.000475216
49682.9995;8.01E-09;0.000486039
50304.37384;7.99E-09;0.000497132
50933.51958;7.97E-09;0.000508502
51570.5339;7.96E-09;0.000520155
52215.51521;7.94E-09;0.000532099
52868.56317;7.92E-09;0.00054434
53529.77866;7.91E-09;0.000556887
54199.26382;7.89E-09;0.000569747
54877.12208;7.88E-09;0.000582929
55563.45817;7.86E-09;0.000596439
56258.37811;7.84E-09;0.000610287
56961.98927;7.83E-09;0.000624482
57674.40033;7.82E-09;0.000639031
58395.72136;7.80E-09;0.000653943
59126.0638;7.79E-09;0.000669229
59865.54047;7.77E-09;0.000684897
60614.26561;7.76E-09;0.000700957
61372.35489;7.75E-09;0.000717419
62139.92542;7.74E-09;0.000734294
62917.09579;7.72E-09;0.00075159
63703.98607;7.71E-09;0.00076932
64500.7178;7.70E-09;0.000787494
65307.41408;7.69E-09;0.000806122
66124.19954;7.68E-09;0.000825218
66951.20035;7.67E-09;0.000844792
67788.54428;7.66E-09;0.000864857
68636.36068;7.65E-09;0.000885424
69494.78054;7.64E-09;0.000906507
70363.93646;7.63E-09;0.000928119
71243.96273;7.62E-09;0.000950272
72134.9953;7.61E-09;0.000972981
73037.17181;7.60E-09;0.000996259
73950.63164;7.59E-09;0.001020121
74875.51592;7.58E-09;0.001044581
75811.96751;7.57E-09;0.001069655
76760.13111;7.56E-09;0.001095358
77720.15317;7.55E-09;0.001121705
78692.18203;7.55E-09;0.001148714
79676.36783;7.54E-09;0.001176399
80672.86263;7.53E-09;0.001204779
81681.82036;7.52E-09;0.001233871
82703.39692;7.52E-09;0.001263693
83737.7501;7.51E-09;0.001294263
84785.03971;7.50E-09;0.001325599
85845.42754;7.49E-09;0.001357722
86919.07741;7.49E-09;0.00139065
88006.15519;7.48E-09;0.001424404
89106.8288;7.47E-09;0.001459004
90221.2683;7.47E-09;0.001494472
91349.64585;7.46E-09;0.001530829
92492.13576;7.46E-09;0.001568097
93648.91455;7.45E-09;0.0016063
94820.16091;7.44E-09;0.00164546
96006.0558;7.44E-09;0.001685601
97206.78241;7.43E-09;0.001726747
98422.52624;7.43E-09;0.001768924
99653.47512;7.42E-09;0.001812158
100899.8192;7.42E-09;0.001856473
102161.751;7.41E-09;0.001901897
103439.4656;7.41E-09;0.001948458
104733.1602;7.40E-09;0.001996183
106043.0348;7.40E-09;0.002045101
107369.2917;7.39E-09;0.002095241
108712.1358;7.39E-09;0.002146634
110071.7745;7.39E-09;0.002199309
111448.418;7.38E-09;0.002253299
112842.2788;7.38E-09;0.002308635
114253.5724;7.37E-09;0.00236535
115682.5167;7.37E-09;0.002423478
117129.3325;7.37E-09;0.002483051
118594.2432;7.36E-09;0.002544106
120077.4753;7.36E-09;0.002606678
121579.2579;7.35E-09;0.002670803
123099.8229;7.35E-09;0.002736517
124639.4053;7.35E-09;0.002803859
126198.2429;7.34E-09;0.002872867
127776.5766;7.34E-09;0.002943579
129374.6501;7.34E-09;0.003016036
130992.7104;7.33E-09;0.003090278
132631.0074;7.33E-09;0.003166345
134289.7942;7.33E-09;0.00324428
135969.3271;7.33E-09;0.003324125
137669.8655;7.32E-09;0.003405922
139391.6723;7.32E-09;0.003489714
141135.0132;7.32E-09;0.003575547
142900.1578;7.31E-09;0.003663463
144687.3786;7.31E-09;0.003753508
146496.9518;7.31E-09;0.003845726
148329.1569;7.31E-09;0.003940162
150184.2771;7.30E-09;0.004036863
152062.5988;7.30E-09;0.004135874
153964.4122;7.30E-09;0.00423724
155890.0112;7.30E-09;0.004341006
157839.6933;7.29E-09;0.004447217
159813.7596;7.29E-09;0.004555919
161812.5151;7.29E-09;0.004667155
163836.2686;7.29E-09;0.004780969
165885.3328;7.29E-09;0.004897403
167960.0241;7.28E-09;0.005016498
170060.6632;7.28E-09;0.005138295
172187.5745;7.28E-09;0.005262831
174341.0866;7.28E-09;0.005390143
176521.5322;7.27E-09;0.005520265
178729.2481;7.27E-09;0.005653229
180964.5755;7.27E-09;0.005789062
183227.8596;7.27E-09;0.00592779
185519.4502;7.27E-09;0.006069434
187839.7011;7.27E-09;0.00621401
190188.9709;7.26E-09;0.006361532
192567.6225;7.26E-09;0.006512006
194976.0234;7.26E-09;0.006665431
197414.5456;7.26E-09;0.006821803
199883.5659;7.26E-09;0.006981108
202383.4656;7.26E-09;0.007143324
204914.6311;7.25E-09;0.007308421
207477.4533;7.25E-09;0.00747636
210072.3281;7.25E-09;0.007647089
212699.6565;7.25E-09;0.007820547
215359.8443;7.25E-09;0.00799666
218053.3025;7.25E-09;0.008175341
220780.4471;7.24E-09;0.008356487
223541.6996;7.24E-09;0.008539982
226337.4865;7.24E-09;0.008725693
229168.2396;7.24E-09;0.00891347
232034.3963;7.24E-09;0.009103144
234936.3995;7.24E-09;0.009294528
237874.6973;7.24E-09;0.009487416
240849.7438;7.23E-09;0.009681579
243861.9985;7.23E-09;0.00987677
246911.9269;7.23E-09;0.010072719
250000;7.23E-09;0.010269133
 ;;
